date,daily_discharge_max
3420,18.76706585
3422,1001.264272
3423,1.791837881
3424,13.88822861
3425,118.1048014
3426,8.840066101
3428,1.081011931
3430,1.348215065
3431,0.776883127
3432,16.39979944
3433,6.337805581
3434,6.60400081
3436,0.691222983
3438,0.628843028
3439,0.97694934
3440,0.907423257
3441,1.6814032
3442,451.4048444
3443,943.1327831
3444,25.30855017
3445,2.074924757
3446,1.462602662
3447,7.329897341
3448,1.619811163
3455,4.637176382
3456,63.00909093
3457,25.20949211
3458,17.87332276
3459,1.486486814
3460,0.781403112
3461,0.58890704
3462,0.470569551
3463,0.42104106
3464,0.581892903
3465,0.46197215
3466,4.954533792
3469,5.86084748
3470,0.799717326
3471,1.093160645
3472,0.595996109
3475,13.26035171
3477,1.928776911
3480,1.478487256
3481,63.45638014
3482,67.37359049
3483,65.27384784
3484,4.549881294
3486,1.117822156
3494,0.628843028
3495,1.839720183
3496,0.500262379
3497,0.464822331
3499,0.48819147
3501,0.359934036
3502,59.95561904
3503,2.421636542
3504,5.997706259
3505,64.58695521
3507,1.016310827
3508,2.694006778
3509,62.34340269
3510,1.408192436
3512,66.43308459
3513,0.832685528
3532,56.62732674
3533,59.31865594
3534,17.44078203
3535,1.326314968
3540,0.405591986
3543,0.720198631
3544,3.471821551
3545,4.770906777
3546,14.66417475
3548,1.726661093
3549,1.051162739
3550,0.55123811
3551,3.55786854
3552,1.446869705
3553,1.611177786
3556,0.707651103
3561,0.621408054
3562,0.892016654
3563,0.371483663
3564,0.437010136
3565,1.276437817
3567,57.44364399
3569,1.619811163
3570,17.15760739
3571,1.898675385
3572,63.23238455
3573,10.94596732
3580,0.655491092
3581,61.03072137
3582,4.954533792
3583,62.78649736
3584,41.54451136
3585,59.31865594
3586,9.269486349
3589,6.137393752
3590,1.527063645
3591,0.79510342
3592,0.64777698
3595,1.269450131
3596,4.115066798
3597,1.262496413
3598,5.780069103
3599,12.49773743
3600,0.741550396
3603,6.942793691
3604,1.283459616
3605,0.876842634
3606,2.847251661
3607,56.223042
3608,53.85067304
3609,4.115066798
3610,18.61540989
3611,27.68433652
3612,57.64934789
3613,1.560229696
3614,1.016310827
3616,0.852061125
3637,0.234658935
3638,0.208054091
3639,3.371006547
3640,44.07522119
3641,0.331382316
3643,4.215102906
3656,0.329271699
3657,3.772150378
3658,0.236221718
3660,2.471547558
3661,10.57438145
3662,0.809016479
3663,3.038295731
3664,16.53533156
3665,26.31829503
3666,0.912611012
3667,74.29477111
3668,0.886932958
3669,0.993649725
3670,0.912611012
3678,0.497220084
3679,14.9105447
3680,76.64965119
3681,75.33333737
3682,12.49773743
3683,1.754331764
3684,1.938904445
3685,63.00909093
3688,1.362992833
3689,0.720198631
3690,8.017770611
3691,6.756134095
3693,2.993227033
3694,6.514187255
3695,6.484491225
3696,1.486486814
3697,2.458984978
3698,37.14466721
3699,5.29101939
3701,4.036560847
3702,6.109227524
3703,0.667215148
3704,67.84825947
3705,1.269450131
3706,9.076935499
3716,0.439723268
3717,2.151618523
3718,0.827903153
3719,2.421636542
3727,0.209458642
3730,70.75911602
3731,25.91018611
3732,1.949079144
3743,0.230025489
3744,0.190540454
3745,0.194461514
3746,71.5039238
3747,5.753363407
3751,0.244175032
3752,0.31889651
3753,1.65475667
3756,1.918696349
3761,0.355404164
3762,0.388205506
3763,1.782395253
3770,1.093160645
3772,0.081590437
3773,45.22476784
3774,15.09772565
3782,0.408131355
3784,46.57105162
3785,48.30384974
3786,1.568620435
3787,0.189249116
3788,0.151814555
3789,2.446479097
3790,0.291372178
3791,4.464047678
3792,26.83644716
3793,0.331382316
3794,18.01960374
3795,0.405591986
3796,47.77810064
3797,47.25743606
3798,30.255991
3799,3.437923245
3800,0.993649725
3801,0.55457189
3802,1.611177786
3803,11.72407811
3804,3.354459066
3811,0.171968158
3812,0.236221718
3813,12.81966929
3814,4.235367118
3815,0.376194825
3816,0.184161083
3819,0.306829978
3824,47.77810064
3825,2.52236937
3827,30.255991
3828,49.01283267
3829,2.963511812
3830,0.337786392
3834,50.2758005
3835,10.08173877
3836,1.699378432
3837,1.42355182
3838,39.58415483
3839,9.197468869
3840,0.538080133
3842,0.897126193
3843,0.750247165
3844,37.56521238
3845,1.990253421
3846,1.735841301
3847,1.269450131
3848,0.64014354
3849,1.016310827
3850,0.403066648
3851,20.59160326
3852,22.84223808
3853,0.897126193
3862,0.856967099
3863,8.198443663
3864,4796.213316
3865,443.7843954
3866,2.384792389
3867,2.173988108
3868,23.20720006
3869,0.610401835
3870,1.068983184
3871,14.24170846
3872,2.151618523
3873,47.77810064
3874,94.75378156
3875,6.222585181
3876,21.69102877
3877,9.197468869
3878,0.75903433
3879,0.547922127
3880,0.467688106
3891,0.212293013
3892,0.199800924
3893,0.64777698
3898,2.000666828
3899,0.260798023
3900,0.170789199
3905,0.202519098
3906,0.160497052
3907,0.145578899
3909,0.247422305
3917,1.13664102
3918,45.05893495
3919,25.50770314
3920,1.568620435
3921,0.276609436
3922,0.287617419
3923,0.210871602
3924,0.300950069
3930,0.231560868
3938,71.25488519
3939,1.004923591
3944,0.871835781
3945,2.011128559
3946,4.400618668
3952,0.289355139
3961,17.80057823
3962,3.437923245
3963,0.64777698
3964,0.663286619
3966,0.621408054
3972,0.300950069
3978,1.214759456
3979,14.18224646
3980,0.32717302
3982,0.135689966
3983,0.119382155
3984,1.518870535
3989,0.208054091
3990,3.321580205
3991,2.833007595
4002,0.145578899
4003,0.42104106
4004,0.568086654
4005,1.099280315
4015,0.184161083
4028,0.184161083
4029,0.090540803
4030,0.078589653
4031,0.215161371
4032,0.632590034
4033,0.534834512
4038,0.076259976
4039,72.76074065
4040,25.70824564
4041,0.155020365
4043,30.255991
4045,0.179194816
4046,0.161612765
4047,0.917825071
4059,0.107926363
4060,0.105602503
4061,447.5802274
4062,0.949668342
4063,0.182908201
4064,0.150759103
4065,0.955069808
4070,292.8299902
4080,192.8994816
4081,0.659378632
4082,0.171968158
4085,0.16500132
4087,1.068983184
4088,0.202519098
4089,0.151814555
4097,0.15828611
4106,0.098173615
4107,0.763462066
4108,0.22698181
4109,0.104078038
4110,0.127304498
4111,0.636356841
4114,0.159388179
4115,0.114346737
4116,0.568086654
4117,0.754629397
4118,0.39310426
4119,7.069762165
4121,0.561293175
4122,6873.30619
4123,0.470569551
4124,0.18166289
4125,0.249060268
4127,0.282065775
4128,0.571510678
4129,0.138592066
4130,0.134734656
4131,5.700280297
4132,9850.223543
4133,1940.275084
4134,6.911369516
4135,30.96078081
4136,2.107491235
4137,1.087071227
4138,0.763462066
4139,28.77757896
4140,6.880071629
4142,0.902261689
4146,0.55792355
4148,0.30289883
4150,1.063013475
4151,1.754331764
4152,35.50395802
4153,1.201417906
4154,0.711811883
4155,1.068983184
4156,2.434029693
4157,11.5250853
4158,0.437010136
4159,0.335639603
4160,0.30289883
4161,0.595996109
4162,13.37260111
4163,0.938946674
4169,0.234658935
4170,3.471821551
4171,3832.010191
4172,101.3535761
4173,1.23501835
4178,0.413252459
4179,54.04491989
4180,4.194924783
4181,0.741550396
4182,0.745887532
4183,0.917825071
4185,0.378570228
4186,4.235367118
4187,0.428959655
4188,13.7144261
4189,11.23221449
4190,0.503321182
4192,0.364515072
4193,13.54255653
4194,0.804354977
4202,0.45913749
4205,1.051162739
4210,17.36960231
4211,0.363622456
4213,0.437010136
4214,0.359934036
4215,3.008183561
4216,14.54234996
4217,446.3117611
4218,2.207929535
4219,6.425459338
4220,0.938946674
4221,0.699394238
4222,0.732943209
4223,24.14234401
4225,0.531606276
4226,0.71599436
4230,2.762731482
4231,0.737235655
4234,24.6223361
4235,1.105430369
4236,0.426305563
4237,0.376194825
4247,33.03746873
4253,0.45072589
4254,0.359934034
4255,119.671368
4256,19.46317365
4257,0.776883123
4258,0.588907037
4266,3.08396561
4267,1.4547173
4268,1.959301186
4269,3.023206357
4270,43.91313499
4271,27.68433635
4272,19.07367088
4273,16.33240372
4274,1.081011924
4280,0.410684821
4281,21.51856774
4282,1.949079132
4283,0.485214429
4284,0.428959653
4285,2.242340392
4286,1.431287109
4287,1.004923585
4288,24.52566565
4289,54.82813989
4290,1.85918879
4291,0.799717321
4292,2.372622023
4293,0.809016475
4294,0.592442161
4295,28.22626078
4296,15.86747594
4297,1.262496406
4298,12.60424152
4299,12.60424152
4300,7.770765607
4301,5.915254736
4302,2.348446551
4303,1.810856411
4304,0.892016649
4305,12.02828592
4306,84.40533842
4307,1.85918879
4309,1.063013468
4310,130.3113884
4311,6.664485319
4312,1.221479397
4313,5.144405933
4323,0.459137487
4325,0.428959653
4326,0.426305561
4327,0.385776504
4329,0.461972147
4331,0.687169212
4332,1.478487247
4333,1.117822149
4334,18.76706573
4335,1.155740507
4336,0.999272542
4337,0.781403107
4338,0.938946668
4342,83.82912787
4343,219.019467
4353,0.437010134
4354,0.428959653
4355,0.459137487
4356,165.8614099
4357,5331.652826
4359,1.370435472
4360,0.923065544
4361,0.902261684
4362,0.897126188
4363,0.679124919
4364,3.921293212
4365,315.3530199
4366,6.025415806
4367,2934.30181
4368,17.15760729
4369,1992.229097
4370,2060.135915
4371,2.600341542
4372,2.19656383
4373,1.181649346
4374,3.645802841
4375,14.725426
4376,1.949079132
4377,0.856967094
4378,0.772386356
4379,0.715994355
4380,0.695297954
4381,0.643950218
4382,0.614051192
4383,0.592442161
4384,0.592442161
4385,1.149342604
4386,2.861559231
4387,0.636356837
4388,0.51259742
4389,0.51572304
4390,0.473466736
4391,0.459137487
4392,0.447952575
