"","lter","site","driver","units","pv","nyears","nmonths","peak_mean","peak_sd","peak_CV","peaks_per_y","peak_per_d","peak.number.slope","peak.number.p","peak.magnitude.slope","peak.magnitude.p"
"year","Luq","ElVerde","maximum temperature","C","peak",47,555,29.7592592592593,1.9791721772303,0.0665060968079876,0.574468085106383,0.00159848439997632,0.0060129509713228,0.541521404627297,-5.60400250981845e-11,0.963699595394109
