"","lter","site","driver","units","pv","nyears","nmonths","peak_mean","peak_sd","peak_CV","peaks_per_y","peak_per_d","peak.number.slope","peak.number.p","peak.magnitude.slope","peak.magnitude.p"
"year","Luq","ElVerde","maximum temperature","C","peak",47,555,28.8448275862069,2.26559199506941,0.0785441337202785,3.08510638297872,0.00858445325913208,0.0145698427382049,0.661714418446409,1.02019527311519e-09,0.0649146855322891
