"","date","Prieta_pool0"
"279","2007-05-19",0.01271875
"280","2007-05-20",0.01253125
"281","2007-05-21",0.0128333333333333
"282","2007-05-22",0.01240625
"283","2007-05-23",0.0131354166666667
"284","2007-05-24",0.01190625
"285","2007-05-25",0.0124479166666667
"286","2007-05-26",0.0141666666666667
"287","2007-05-27",0.0145104166666667
"288","2007-05-28",0.0129895833333333
"289","2007-05-29",0.01465625
"290","2007-05-30",0.0159166666666667
"291","2007-05-31",0.01196875
"292","2007-06-01",0.01340625
"293","2007-06-02",0.00986458333333333
"294","2007-06-03",0.0132395833333333
"295","2007-06-04",0.0156770833333333
"296","2007-06-05",0.0177083333333333
"297","2007-06-06",0.0182395833333333
"298","2007-06-07",0.0158645833333333
"299","2007-06-08",0.0950104166666667
"300","2007-06-09",0.01378125
"301","2007-06-10",0.0103541666666667
"302","2007-06-11",0.01071875
"303","2007-06-12",0.0113854166666667
"304","2007-06-13",0.0116354166666667
"305","2007-06-14",0.0153020833333333
"306","2007-06-15",0.0176666666666667
"307","2007-06-16",0.0183333333333333
"308","2007-06-17",0.0122916666666667
"309","2007-06-18",0.0142708333333333
"310","2007-06-19",0.0176458333333333
"311","2007-06-20",0.0108333333333333
"312","2007-06-21",0.0156354166666667
"313","2007-06-22",0.01953125
"314","2007-06-23",0.0196770833333333
"315","2007-06-24",0.0194375
"316","2007-06-25",0.0184166666666667
"317","2007-06-26",0.0183958333333333
"318","2007-06-27",0.0149583333333333
"319","2007-06-28",0.02734375
"320","2007-06-29",0.0114270833333333
"321","2007-06-30",0.01621875
"322","2007-07-01",0.01765625
"323","2007-07-02",0.0196145833333333
"324","2007-07-03",0.0208854166666667
"325","2007-07-04",0.0198854166666667
"326","2007-07-05",0.0197916666666667
"327","2007-07-06",0.0252291666666667
"328","2007-07-07",0.0173125
"329","2007-07-08",0.01665625
"330","2007-07-09",0.0214375
"331","2007-07-10",0.020875
"332","2007-07-11",0.01628125
"333","2007-07-12",0.0161354166666667
"334","2007-07-13",0.021375
"335","2007-07-14",0.0212916666666667
"336","2007-07-15",0.0146145833333333
"337","2007-07-16",0.0254270833333333
"338","2007-07-17",0.149885416666667
"339","2007-07-18",0.0128541666666667
"340","2007-07-19",0.0565520833333333
"341","2007-07-20",0.0114895833333333
"342","2007-07-21",0.00942708333333333
"343","2007-07-22",0.01984375
"344","2007-07-23",0.0145729166666667
"345","2007-07-24",0.00984375
"346","2007-07-25",0.01134375
"347","2007-07-26",0.011625
"348","2007-08-04",0.0103555555555556
"349","2007-08-05",0.00985416666666667
"350","2007-08-06",0.00944791666666667
"351","2007-08-07",0.00938541666666667
"352","2007-08-08",0.0115833333333333
"353","2007-08-09",0.00915625
"354","2007-08-10",0.0090625
"355","2007-08-11",0.00903125
"356","2007-08-12",0.00998958333333333
"357","2007-08-13",0.0100520833333333
"358","2007-08-14",0.0100520833333333
"359","2007-08-15",0.01040625
"360","2007-08-16",0.01025
"361","2007-08-17",0.01015625
"362","2007-08-18",0.01015625
"363","2007-08-19",0.009
"364","2007-08-20",0.00944791666666667
"365","2007-08-21",0.00907291666666667
"366","2007-08-22",0.00919791666666667
"367","2007-08-23",0.00991666666666667
"368","2007-08-24",0.0103229166666667
"369","2007-08-25",0.00909375
"370","2007-08-26",0.00929166666666667
"371","2007-08-27",0.00995833333333333
"372","2007-08-28",0.0099375
"373","2007-08-29",0.0099375
"374","2007-08-30",0.0102083333333333
"375","2007-08-31",0.00925
"376","2007-09-01",0.00975
"377","2007-09-02",0.00986458333333333
"378","2007-09-03",0.00926041666666667
"379","2007-09-04",0.00982291666666667
"380","2007-09-05",0.01021875
"381","2007-09-06",0.0106458333333333
"382","2007-09-07",0.0109583333333333
"383","2007-09-08",0.01046875
"384","2007-09-09",0.01078125
"385","2007-09-10",0.0109583333333333
"386","2007-09-11",0.0106666666666667
"387","2007-09-12",0.0112395833333333
"388","2007-09-13",0.0109791666666667
"389","2007-09-14",0.0104375
"390","2007-09-15",0.0114583333333333
"391","2007-09-16",0.009125
"392","2007-09-17",0.00963541666666667
"393","2007-09-18",0.0104166666666667
"394","2007-09-19",0.0109895833333333
"395","2007-09-20",0.01034375
"396","2007-09-21",0.0106875
"397","2007-09-22",0.0101875
"398","2007-09-23",0.0103333333333333
"399","2007-09-24",0.0095625
"400","2007-09-25",0.01003125
"401","2007-09-26",0.00952083333333333
"402","2007-09-27",0.0103541666666667
"403","2007-09-28",0.01746875
"404","2007-09-29",0.009
"405","2007-09-30",0.00983333333333333
"406","2007-10-01",0.0116458333333333
"407","2007-10-02",0.0090625
"408","2007-10-03",0.00975
"409","2007-10-04",0.00953125
"410","2007-10-05",0.00908333333333333
"411","2007-10-06",0.00964583333333333
"412","2007-10-07",0.01
"413","2007-10-08",0.01
"414","2007-10-09",0.0100208333333333
"415","2007-10-10",0.0102708333333333
"416","2007-10-11",0.009875
"417","2007-10-12",0.0101875
"418","2007-10-13",0.0103645833333333
"419","2007-10-14",0.00982291666666667
"420","2007-10-15",0.0106979166666667
"421","2007-10-16",0.01096875
"422","2007-10-17",0.011
"423","2007-10-18",0.011
"424","2007-10-19",0.0110104166666667
"425","2007-10-20",0.0110208333333333
"426","2007-10-21",0.0108854166666667
"427","2007-10-22",0.011
"428","2007-10-23",0.00995833333333333
"429","2007-10-24",0.00988541666666667
"430","2007-10-25",0.00963541666666667
"431","2007-10-26",0.0117604166666667
"432","2007-10-27",0.0179166666666667
"433","2007-10-28",0.0266354166666667
"434","2007-10-29",0.0153541666666667
"435","2007-10-30",0.01025
