"","lter","site","driver","units","pv","nyears","nmonths","peak_mean","peak_sd","peak_CV","peaks_per_y","peak_per_d","peak.number.slope","peak.number.p","peak.magnitude.slope","peak.magnitude.p"
"year","Luq","ElVerde","Daily precipitation","mm","peak",47,555,105.27167539267,51.1978409631065,0.486340136339004,4.06382978723404,Inf,-0.0888066604995382,0.000750544831124121,-1.01292260039682e-08,0.301931125282258
