"","date","Prieta_pool0","daily_discharge_max"
"620","2008-05-19",0.0160208333333333,0.019
"621","2008-05-20",0.0164270833333333,0.019
"622","2008-05-21",0.0164166666666667,0.02
"623","2008-05-22",0.0157916666666667,0.03
"624","2008-05-23",0.0133541666666667,0.017
"625","2008-05-24",0.0140416666666667,0.018
"626","2008-05-25",0.0153854166666667,0.018
"627","2008-05-26",0.0164895833333333,0.019
"628","2008-05-27",0.01503125,0.017
"629","2008-05-28",0.0185416666666667,0.055
"630","2008-05-29",0.0124375,0.016
"631","2008-05-30",0.0171145833333333,0.02
"632","2008-05-31",0.0158125,0.018
"633","2008-06-01",0.01215625,0.019
"634","2008-06-02",0.0140416666666667,0.019
"635","2008-06-03",0.062125,0.626
"636","2008-06-04",0.0368958333333333,0.092
"637","2008-06-05",0.0331875,0.212
"638","2008-06-06",0.0104583333333333,0.019
"639","2008-06-07",0.0136354166666667,0.016
"640","2008-06-08",0.0163020833333333,0.019
"641","2008-06-09",0.0175416666666667,0.02
"642","2008-06-10",0.0183229166666667,0.021
"643","2008-06-11",0.0175625,0.021
"644","2008-06-12",0.01759375,0.022
